"","aa[1]","aa[2]","bb[1]","bb[2]"
"1",8.41073284405951,8.32769783564964,0.218661105674387,0.172146846488196
"2",8.44746516552917,8.31126248748638,0.222604796921968,0.192241974555669
"3",8.44928738855651,8.31076767788262,0.227071498596235,0.186429633795399
"4",8.44997822252861,8.35115954065097,0.26362639049776,0.193460830233969
"5",8.49451659596983,8.367040851288,0.243023704826801,0.187146524051813
"6",8.50979008232874,8.40160743031831,0.222043931826646,0.185593331722911
"7",8.42919768566875,8.34759954226933,0.242539968763031,0.204172817333207
"8",8.45938319048524,8.34010656324628,0.262368310961547,0.21635361211489
"9",8.43516003167918,8.43817207352323,0.270389575941488,0.208865302018898
"10",8.41031287860353,8.45889096743383,0.217610423969575,0.172337209993495
"11",8.46119006295514,8.42960142722769,0.217003339119873,0.209577021230634
"12",8.45235289655541,8.45792088352759,0.237854510097535,0.195915003240122
"13",8.46080655198869,8.45434238277686,0.204272066466873,0.212885346777791
"14",8.49333421186935,8.44165603267441,0.246473106541118,0.178904140192475
"15",8.50902688997436,8.39881478476762,0.208046217198212,0.186829531945538
"16",8.50301228347058,8.42641879490375,0.211645157142203,0.158661277019362
"17",8.49183567001424,8.4302040471342,0.246054300930644,0.165539861144318
"18",8.52895740582509,8.43759145533391,0.268959615973775,0.16706380581333
"19",8.55155069459357,8.451119493658,0.22877079649116,0.182739032698293
"20",8.59055645905787,8.43097265137119,0.220548326364321,0.17549065412384
"21",8.56336734100489,8.47803869281379,0.206740359987072,0.161170542803761
"22",8.59480704031594,8.41280192964932,0.246340249930625,0.172464533001907
"23",8.63081920910808,8.48528071574949,0.229967175930775,0.166868061159045
"24",8.63893868836093,8.47053575692259,0.200336570132246,0.162196116358705
"25",8.69778057420325,8.53800692500668,0.187204196304799,0.186883842974207
"26",8.63931122962776,8.52057942005147,0.208715159813488,0.171597775165642
"27",8.6353679962856,8.52437778115925,0.202217090009421,0.176399839173149
"28",8.66515763347133,8.55179912080133,0.218770085212456,0.186159636261469
"29",8.60691694716028,8.53651921625928,0.235610378616801,0.190444049570668
"30",8.61539952879156,8.50762184118513,0.205031648263552,0.194955030150718
"31",8.63863060958914,8.4889858748975,0.215671545353992,0.14912916024475
"32",8.66485146821435,8.51783472587972,0.224841208959458,0.162257233813127
"33",8.66711296254884,8.44362868627165,0.183771958680649,0.150122040629285
"34",8.70679721720941,8.45266306992947,0.206533916153202,0.117397477097921
"35",8.72800758309309,8.47114769120982,0.232115603507047,0.134483143589527
"36",8.71661744666672,8.42805889829297,0.208859268715567,0.163427261366693
"37",8.70636656533096,8.41014267854981,0.243397893189199,0.157158271486642
"38",8.714944174322,8.39191167940423,0.219449063680783,0.175174810850111
"39",8.7510708699327,8.41501243968237,0.213437289644297,0.180829298404322
"40",8.72218582548813,8.41500110394019,0.263217480249841,0.158454198771507
"41",8.70244256689205,8.42308310213305,0.263890402928885,0.161796282451938
"42",8.6730608458994,8.41068799907358,0.244377743487955,0.17429661154777
"43",8.69500243395726,8.38613157690217,0.25652569546739,0.190271899162536
"44",8.68108654265435,8.37773127036741,0.236700375749725,0.194365948401271
"45",8.66932984949034,8.38693400277084,0.222478882445273,0.22161637938155
"46",8.63370912121166,8.41279151084478,0.218660321953629,0.21278261320876
"47",8.64387231968931,8.40891091007962,0.195817171672317,0.203864897904859
"48",8.60600014356971,8.49332117555709,0.217190417997093,0.192053827204642
"49",8.59926542385192,8.45659406874654,0.237327137529622,0.181958975935425
"50",8.63549792926106,8.40813953480874,0.227528359197192,0.177197270427196
"51",8.60283997104892,8.3846157606923,0.239681902849102,0.154179900638511
"52",8.59774179235036,8.40108462205085,0.216213710533239,0.158370762953499
"53",8.60270340355196,8.42613132435311,0.208058239855542,0.172850184789082
"54",8.60913315670929,8.42653513088005,0.195708950065928,0.155992891560283
"55",8.6466271843406,8.44133115155482,0.185077862845127,0.186858517941986
"56",8.71835867931478,8.38205936955163,0.194291270128639,0.21576605732864
"57",8.72720976676191,8.40496771241856,0.206917531278836,0.205248059662464
"58",8.65904118179642,8.36947225411309,0.226221598673761,0.160580639024608
"59",8.67024201298717,8.4103965394918,0.201102983640069,0.186685317657493
"60",8.65418056184699,8.37516080346885,0.220124357449722,0.197915195705289
"61",8.64549862924435,8.40905407613853,0.224518348539436,0.179925534668234
"62",8.68028138392777,8.41176414079961,0.233333491468724,0.165420601581651
"63",8.6533692770279,8.40224828522242,0.261130430540981,0.147429345412073
"64",8.6916349732723,8.470781751908,0.246351345975229,0.171357220888378
"65",8.70832468324693,8.45616908402018,0.247042923393307,0.162810697105238
"66",8.72293142300254,8.43291659771802,0.243892334623834,0.183917135619019
"67",8.69131147470144,8.43775928066496,0.229343728493542,0.18690600563366
"68",8.70022922294712,8.41735553796796,0.204396838105058,0.183869302555677
"69",8.7469680076286,8.3993724112548,0.206563744108553,0.155185369053739
"70",8.74491692643007,8.42905388110297,0.201426431707857,0.169594288647705
"71",8.67848402233815,8.44552496704667,0.181380244850523,0.174834034741177
"72",8.7816891404004,8.47163074471583,0.182593048018345,0.184271081429913
"73",8.75840703553703,8.51290706754928,0.209941688787368,0.198366200401112
"74",8.70578584268288,8.4947342402627,0.180048038863678,0.166513464164051
"75",8.72074015511829,8.47565642252239,0.205737500859086,0.170014358838038
"76",8.70130302943463,8.50508717888116,0.253621720116556,0.144983217346147
