"","aa[1]","aa[2]","bb[1]","bb[2]"
"1",-1.91774094959516,-1.56176457542859,0.226509617211029,0.182555676390708
"2",-1.94567551214436,-1.50564713523648,0.16852903344907,0.168382916192577
"3",-1.86851969095522,-1.55937339028344,0.182688053563652,0.139613582082184
"4",-1.88796286747322,-1.5090306233733,0.192982101112193,0.173001893929562
"5",-1.77358154411538,-1.58809035720057,0.278635924106489,0.164619411926753
"6",-1.72541157171209,-1.51946064544485,0.240646877743013,0.23882488190862
"7",-1.84161655039917,-1.55302537614057,0.245886684382163,0.162899842084325
"8",-1.85817208887614,-1.43794073914827,0.153448881263523,0.152224649140366
"9",-1.83489519880219,-1.41853801155334,0.165917364976951,0.136512937057404
"10",-1.81313270300769,-1.44340885285061,0.159413701262267,0.162629951880791
"11",-1.75346125534149,-1.4530135975198,0.215174078148811,0.190441078878306
"12",-1.793280531693,-1.46399005262641,0.256738100824653,0.237699868762512
"13",-1.82464342208911,-1.4837745167492,0.242765059069664,0.21063340277579
"14",-1.77665308461526,-1.45827676917833,0.228233863512275,0.152645516542139
"15",-1.75477265910512,-1.49529271751288,0.195078775081793,0.206115868279015
"16",-1.77833743786369,-1.45065952606698,0.135798710497735,0.205587804152658
"17",-1.77871055336393,-1.54540097626285,0.143453923111829,0.232174480830099
"18",-1.81017724333063,-1.50146087206799,0.206351248275726,0.173853502038572
"19",-1.78340932579778,-1.54651127901156,0.232302481983103,0.201205199276048
"20",-1.82201141323771,-1.55938199833451,0.162975340092546,0.161682288368313
"21",-1.78255860961883,-1.5464520078301,0.288404081516454,0.172813883271916
"22",-1.83239249037296,-1.56549336487931,0.159313892301778,0.192038693507988
"23",-1.760843946438,-1.55261927472443,0.24592194018494,0.192372829561813
"24",-1.80261116051712,-1.63970582830798,0.262006683103052,0.199649749560365
"25",-1.80420706389026,-1.6600886321714,0.185214933384021,0.205438908016732
"26",-1.78166551817664,-1.50869890763357,0.217840843819189,0.209339901380845
"27",-1.79324948147442,-1.48921631425618,0.194641018876036,0.184802750584224
"28",-1.82485424413592,-1.53223383816848,0.217334341282783,0.165438224009029
"29",-1.7052385576426,-1.47678631674712,0.223119377562595,0.19159762165278
