"","aa2[1]","aa2[2]","bb2[1]","bb2[2]"
"1",3.55781407294968,3.64443026914219,0.7120953572633,0.49369216260228
"2",3.58562808708943,3.64336798754696,0.704000352023822,0.484004222386579
"3",3.59814671360602,3.64515925848444,0.698811215635052,0.468222314937932
"4",3.57427023736658,3.64332726550089,0.697631660562336,0.491565005580166
"5",3.57347381803766,3.65338853997993,0.753948370401545,0.501069011283022
"6",3.57494392554027,3.65841060308347,0.775384441589736,0.464192120519374
"7",3.58088611337839,3.66567272544173,0.830388229003272,0.502927022763936
"8",3.58042328397502,3.67391203555033,0.841223417736606,0.544019417111748
"9",3.58991870581352,3.65347647776234,0.803647356938873,0.518829753315849
"10",3.59145391411855,3.68061636587635,0.801445314678584,0.553239957127216
"11",3.5950371761927,3.69133830268006,0.790923755964862,0.536542130811294
"12",3.59515522778978,3.67434171298962,0.778628453183136,0.523252499789825
"13",3.59370375355361,3.69804788249214,0.724155104346735,0.50406752697591
"14",3.59645171876422,3.68675344430111,0.739552778176036,0.473811950107706
"15",3.59349665344643,3.7069558732016,0.800382377265551,0.468595727954387
"16",3.60231056027591,3.68832284553762,0.760566488658735,0.468992499884591
"17",3.61393312849207,3.6920446539023,0.740518039713015,0.441585716989294
"18",3.61223212751171,3.69339890242224,0.725902581554966,0.451204619260036
"19",3.58954559529145,3.68409593658621,0.653233681046334,0.453392536088573
"20",3.59417406175062,3.6771604320781,0.661517053756588,0.451871672033336
"21",3.58237581902947,3.68364897162358,0.649167683491261,0.458548724945065
"22",3.56482621734469,3.69498045936681,0.66551116464801,0.464539766101947
"23",3.58474120327897,3.69379272702787,0.652675402294535,0.455670701311422
"24",3.58677663347526,3.6848008222582,0.654432230852395,0.462206601044005
"25",3.58070025738488,3.68064948753573,0.676807804536239,0.463634944497948
"26",3.5774697162127,3.69995102537259,0.6761789917409,0.461669485963435
"27",3.56947151489647,3.7082332253057,0.695829304696131,0.475537248088933
"28",3.5750431950827,3.69497163358242,0.662016150069927,0.473986516332247
"29",3.57118290706735,3.70410604954717,0.681116326865771,0.479968657722651
"30",3.56574787176857,3.70637996668407,0.727776966653917,0.455508389688279
