"","alpha[1,1]","alpha[2,1]","alpha[3,1]","alpha[4,1]","alpha[5,1]","alpha[6,1]","alpha[7,1]","alpha[8,1]","alpha[9,1]","alpha[1,2]","alpha[2,2]","alpha[3,2]","alpha[4,2]","alpha[5,2]","alpha[6,2]","alpha[7,2]","alpha[8,2]","alpha[9,2]","beta[1,1]","beta[2,1]","beta[3,1]","beta[4,1]","beta[5,1]","beta[6,1]","beta[7,1]","beta[8,1]","beta[9,1]","beta[1,2]","beta[2,2]","beta[3,2]","beta[4,2]","beta[5,2]","beta[6,2]","beta[7,2]","beta[8,2]","beta[9,2]"
"930",-1.74593289974195,-1.6791496861991,-2.06370146363185,-1.89795479961607,-2.25267709380475,-1.82295954656774,-3.3422711645455,-1.78257443453456,-1.75312481600154,-1.53356330472366,-1.64433095275795,-1.4742945519506,-1.53900068264317,-1.79607364004733,-1.47574536015439,-2.68350944174384,-1.6182573270827,-1.40935148034786,0.202969259551097,0.217426901324992,0.223717799632426,0.208057705286498,0.258615345635854,0.206125640531978,0.368222125815502,0.213299911837026,0.191440837292222,0.177334272402625,0.16884469912616,0.179991008467095,0.182023099354925,0.201400229934059,0.162669641375632,0.332299124794957,0.206537134203911,0.150036938567003
"931",-1.77345488162334,-1.64671226769961,-1.85434851703862,-1.90231899357424,-2.2495507025009,-1.85961027215053,-3.07450975676403,-1.84623781336467,-1.73804727965436,-1.51833290571188,-1.75365216273123,-1.5329713828294,-1.60267378119007,-1.73669124030855,-1.50140260122865,-2.70930509378288,-1.56310961126412,-1.32998490836272,0.202307032897697,0.214274424117209,0.223559650744276,0.221068068943158,0.264453103422395,0.213214307032782,0.353505855762078,0.230592470711091,0.198432989528975,0.187347114425052,0.192155327946912,0.182183875710254,0.201866114955305,0.201599990348821,0.165740069869409,0.31746120813166,0.193998638242953,0.157915212300622
"932",-1.77439770757436,-1.62113000462753,-1.87149308616691,-1.77813165445037,-2.20178773752014,-1.90736507816246,-3.02577700506138,-1.89283970562923,-1.73834444904997,-1.57220879927042,-1.5588876120932,-1.55640713320129,-1.63211320730905,-1.70023162116838,-1.52119300401855,-2.61214108718529,-1.56461295712716,-1.38953160453048,0.212319932343844,0.212071781000775,0.224477602792991,0.234858899416586,0.269726531608359,0.207584586102348,0.348476476315614,0.228149231317849,0.181437009930019,0.205557562055286,0.190611149191408,0.17852798117567,0.199265852406956,0.200405211177702,0.189035091133983,0.309817925513055,0.197975350548746,0.151364889381429
"933",-1.76233100944197,-1.57769106388364,-1.85784828199912,-1.81573684897289,-2.12361157812821,-1.85415027294117,-3.13266786795366,-1.88609311193801,-1.76756704947246,-1.58819206217817,-1.70783675777901,-1.45734709169756,-1.65187273053559,-1.9046221362701,-1.52677135299988,-2.6636540510123,-1.50605223882491,-1.39067219563688,0.209530994496263,0.206024720445931,0.208416060532478,0.215970633561431,0.261420598534917,0.20835569374898,0.369762710009795,0.214176763320703,0.179898932810439,0.206080405191133,0.200738875189038,0.189168776202425,0.205274051395904,0.229391859082363,0.175084528067083,0.321036811196565,0.169510529127335,0.155505471995801
"934",-1.70415102375656,-1.60295646289872,-1.85430714060929,-1.91743112960939,-2.11599117257467,-1.81190023090784,-3.29674205437073,-1.79913555883382,-1.76610385117829,-1.58026269261268,-1.86425860273307,-1.48859887347657,-1.75845129933779,-1.93926970359881,-1.63427138841683,-2.79753155919093,-1.50107044137037,-1.33586681835782,0.206238738044231,0.201583036216116,0.208556388314348,0.221153047271068,0.238280514979965,0.207374573432405,0.368708657854199,0.2143834358178,0.201283431658858,0.201717385576356,0.206854655928281,0.188274787703922,0.229072851616812,0.227444276119352,0.186924475823217,0.344280166271599,0.178361718098657,0.156586570665811
"935",-1.73005997287983,-1.61076393176252,-1.83276277932436,-1.88575111679418,-2.0357842308922,-1.87262351620218,-3.09824516483917,-1.7860635373572,-1.7498456856762,-1.48275481041834,-1.71003894402309,-1.43032465671639,-1.86816514715718,-1.99646731264609,-1.61064765134859,-2.89264071873492,-1.45135038940999,-1.3458186701451,0.220265079664899,0.211065247574211,0.209036180185583,0.237102537807012,0.247248672372454,0.213268154116298,0.357283737190366,0.228912789519289,0.199898805556973,0.168527912398806,0.206396496705775,0.187845646638842,0.229781077692484,0.223383595483138,0.197738589253499,0.341827452449414,0.18152791563382,0.142552141360038
"936",-1.93548241929529,-1.68556434894857,-1.82653519814455,-1.90765526020622,-2.09928239217967,-1.82069922746241,-2.93903056984682,-1.83677358091514,-1.80587155528679,-1.52715090230958,-1.72773673519589,-1.4828658919194,-1.83672067559389,-1.89954235969376,-1.5108138735749,-2.92433640218586,-1.57202078250888,-1.35131541462889,0.219626572467814,0.220566457207611,0.199253272537051,0.242570195447885,0.250144371732002,0.215543330129966,0.348818903750297,0.215106178664986,0.193914919157585,0.176360108615894,0.178980330041806,0.190334511854159,0.221140879674111,0.222713790556979,0.16444200091463,0.346751520470059,0.193407435961698,0.151856037001108
"937",-1.9762162983706,-1.76371840294682,-1.69193720266287,-1.96311500877915,-2.08061376839017,-1.83675142980993,-2.8963514804914,-1.7294969752897,-1.76903511826408,-1.45328055224001,-1.47582520122172,-1.64244115450092,-1.62414701782257,-1.87256673950057,-1.39642245759563,-2.8576574657549,-1.50932895339938,-1.45454184651093,0.215027180278779,0.220275589868708,0.183453852861259,0.236679885900807,0.242141698558754,0.219686195210682,0.328155741762042,0.203374747660143,0.196719441461756,0.15496302071003,0.187452200970518,0.200287344875302,0.207287709488035,0.21943370282248,0.173914901949284,0.334182434527266,0.175432270054512,0.164480686463276
"938",-1.95143031396218,-1.81008734413509,-1.70715127723186,-1.96591550095986,-2.1134697590388,-1.89018309097892,-2.65622678368282,-1.68093848469733,-1.8377017159374,-1.42322584597101,-1.61128305897863,-1.64830597656606,-1.66840149249262,-1.86377857727326,-1.56289610464066,-2.72998232269197,-1.39853648939027,-1.47412121735341,0.216443622571476,0.232329149282942,0.188007850704207,0.237082272066018,0.238784581904209,0.200553710195394,0.321989436137883,0.206223724481667,0.191959326027665,0.155437624477588,0.174582717454234,0.204483703632911,0.203788588298837,0.199523980340811,0.183307161244329,0.314040389376384,0.15547363474587,0.164308036406987
"939",-1.75311742671305,-1.88798996351686,-1.73687989189317,-1.99102204248647,-2.00501384824384,-1.79183892304636,-2.90379449992378,-1.79146534564695,-1.82313938634808,-1.34657125422479,-1.51516891616747,-1.57923757083389,-1.58337396700902,-1.82005077878615,-1.60249348156248,-2.52754731791902,-1.27204086250518,-1.48467582983454,0.191646257093698,0.225381044023335,0.192933830936605,0.234822867978642,0.228084356491582,0.199128193680615,0.324386415661053,0.216852120695788,0.211863726551383,0.155596841541053,0.173797535499165,0.199014077375452,0.194513166646648,0.198763015620647,0.184827187397508,0.286728164869694,0.16655754925541,0.166230512582975
"940",-1.710423035508,-1.8390147068004,-1.72886377151929,-1.97862985564176,-1.91473079646927,-1.85809663597564,-2.87128026439413,-1.69379038392728,-1.94357036424524,-1.37267480238092,-1.61234257404171,-1.57238614904587,-1.53538848466993,-1.59508069660935,-1.64977429876749,-2.33593964444259,-1.48933687176516,-1.47767396612734,0.207667863820828,0.234433961012218,0.18927978308585,0.235322881692369,0.249969245567527,0.199676438360062,0.339618093091092,0.190876130276233,0.208474588676135,0.161442281446661,0.196317572879667,0.184086128133378,0.187350648942055,0.194284044615215,0.18561505489328,0.274796014666207,0.167273846609467,0.168386184116226
"941",-1.80981343093494,-1.87882610035371,-1.69895157094904,-1.96336089139555,-1.91837588245338,-1.85576480793867,-2.96862146150285,-1.56005268476395,-1.77743660063884,-1.40017604303871,-1.60364768068578,-1.58077960024568,-1.50401373976784,-1.8027640476648,-1.62080919653624,-2.31445209221009,-1.31048883682037,-1.49982645226109,0.217956467324066,0.235630275175325,0.202232838597074,0.240239991956664,0.226477326917121,0.192428521771438,0.358678350643466,0.190929576618981,0.201560625015199,0.161401072146837,0.179755147826632,0.212866220355039,0.205957608468005,0.224066599359874,0.181270018139583,0.256872066873926,0.170732710868462,0.155921350933164
"942",-1.81185828991975,-1.8018557770973,-1.829503213367,-1.9499550049038,-1.89881895345816,-1.86577950378023,-2.97306750667601,-1.4514998054452,-1.78628953365293,-1.23197068550987,-1.58201040201057,-1.66034815712613,-1.59822143561009,-1.68268078373075,-1.62497602953439,-2.28980957312276,-1.37340480366331,-1.46868919148474,0.212434683910485,0.23886046567257,0.190676650240274,0.230223433399103,0.222996736098426,0.215197272390391,0.345768964972879,0.181304966761039,0.198115845832696,0.138330260691134,0.187669355578179,0.193574480384213,0.203743611141758,0.21968591406885,0.187418913846779,0.265137760773653,0.162835287699865,0.152144761956173
"943",-1.70519455895207,-1.84781343687756,-1.78445546879558,-1.82747740382565,-1.9053606211774,-1.87779510362203,-2.79475143520804,-1.5986210373922,-1.8516996196002,-1.20166490319405,-1.64293375546841,-1.82770521090293,-1.61960971990277,-1.77132957992829,-1.57508535417489,-2.28597705304735,-1.36015596136808,-1.49963428421155,0.196460455031904,0.23216637161331,0.189064507657655,0.215181560675986,0.222827364289248,0.198281373941491,0.316548453342579,0.191211060044322,0.196404495081818,0.121575911039991,0.193448186426976,0.210525320201114,0.212398612498277,0.19779730634468,0.180770226736257,0.280943743533948,0.174180762710883,0.174053721745573
"944",-1.75446158476834,-1.81162386272846,-1.79879479728346,-1.91325505205352,-1.92924356819158,-1.80670439096027,-2.81463922164952,-1.67187844458507,-1.90870734344566,-0.936616116474382,-1.66679113868387,-1.73270227773133,-1.60122570023505,-1.67795796455423,-1.53565882004799,-2.33708344836776,-1.32997865423418,-1.59854361869145,0.19548866687043,0.235174124154929,0.192367375967348,0.216059404741375,0.225952769487244,0.198476086662654,0.309582977014954,0.20243447979095,0.212245626937639,0.123247122694195,0.192043673314114,0.201020621935866,0.204940338933963,0.190313809608727,0.181016471860248,0.28989959698727,0.166701860331555,0.176483974728671
"945",-1.69013026697099,-1.78689543313696,-1.79609522682903,-1.78342286426624,-1.94429658940486,-1.86770883367821,-2.76269239604258,-1.77125331086322,-1.92892927358468,-0.942564266247575,-1.67663981118371,-1.56408279080026,-1.70772766282589,-1.66040796411723,-1.52731069697527,-2.29802447899322,-1.31330138338113,-1.42706071068978,0.202517294167001,0.233849123740475,0.188262141263232,0.220012668067647,0.241352827379593,0.202351542050636,0.326980690785319,0.2063984283703,0.208691746375714,0.125454929259357,0.186720774971214,0.197708805099427,0.208199838474199,0.18824008511211,0.187619680583742,0.25745287108569,0.174657831083078,0.147084031858906
"946",-1.67994283235658,-1.89073507984425,-1.78255488326145,-1.82740800220585,-1.93349295708095,-1.80109472688526,-2.81997204479378,-1.77212472942816,-1.98886807337943,-1.26907443917265,-1.66356140942614,-1.60462936048823,-1.63133495020201,-1.61094375563833,-1.53717209398065,-2.22725489484399,-1.31901560478943,-1.48942826960439,0.198295783199326,0.242287346454241,0.212510587135225,0.222906553723343,0.228836351907049,0.202202225587424,0.332261156641645,0.209615262916664,0.226327117318611,0.129689749983421,0.180587188387608,0.208042722656798,0.195546111765733,0.176181375783699,0.185273742369665,0.269174169489017,0.1750006552258,0.14434308223472
"947",-1.68092575961877,-1.79915216198075,-1.98558960779028,-1.8365489957584,-1.92882471156702,-1.82001427778989,-2.93700511436854,-1.70677011048971,-1.95053904650693,-0.911784732767735,-1.5851704609635,-1.75095342918881,-1.61827009265327,-1.53014074433807,-1.52693330701282,-2.31614345455302,-1.32208477986595,-1.45486374788197,0.190301083836387,0.222316305795897,0.224889291801078,0.24623793409662,0.237201588316226,0.196947977109549,0.352432624865382,0.218994886108224,0.227551195470255,0.129042200338444,0.17907482335607,0.216186959922768,0.206549415343101,0.18584918265616,0.182913618977366,0.27393860341439,0.164373542519463,0.150410502295978
"948",-1.57220047975522,-1.77875617685434,-1.88656296993572,-1.81543731313215,-1.88862668713714,-1.77557919489196,-3.21595814615838,-1.70219143361024,-2.01251243568967,-1.14737995416796,-1.60056213754285,-1.63307418745823,-1.67589038477409,-1.51716158612094,-1.5249132244248,-2.22111157162677,-1.24890339098391,-1.36734974378422,0.179722033740322,0.218181508355155,0.225557872521921,0.25027117599886,0.232275348892132,0.192673244372316,0.378879546393225,0.21522712027847,0.212303437792924,0.14835924258125,0.176065153049088,0.197531204819944,0.198199499013037,0.173568246073363,0.164220606411222,0.267340287570531,0.149228333046971,0.161474181447776
"949",-1.56780515199875,-1.84869505539914,-2.01186899194279,-1.85127750270509,-1.93752584387195,-1.81139651592852,-3.10409333677018,-1.83368031631743,-1.88282006633124,-1.23890939949631,-1.60021981046912,-1.68735256455801,-1.69020400891741,-1.47490672994389,-1.41475420817287,-2.27742982318826,-1.36808378505486,-1.45286046631107,0.191611929546215,0.240831208075467,0.219606972299545,0.213101257656678,0.235505065736635,0.190817244352109,0.341301205812054,0.213893920808706,0.201054849987527,0.157714867434182,0.185928882308821,0.214024518409978,0.20650282321643,0.174077834308765,0.156339657415305,0.2753395385726,0.147450540695482,0.160166896519916
"950",-1.60440075960767,-1.83877021566498,-1.88916534758765,-1.86179799477155,-1.88910541335486,-1.77457033232182,-3.05117943148723,-1.85894267736946,-1.74535729122994,-1.28024306277348,-1.60993872366959,-1.75342621179756,-1.60353494532304,-1.57892921084143,-1.38391482757153,-2.30920660174186,-1.28740113708032,-1.49031653604712,0.191236391629182,0.237095889813425,0.217956383117873,0.211635030919211,0.219375310617148,0.202472764043212,0.336064753871273,0.210781314138174,0.205966863753036,0.14634390379201,0.178456092298523,0.206369038727809,0.198010554935012,0.167073943775759,0.160211792530924,0.271563363232438,0.146778671230044,0.164092580775735
"951",-1.67730458726247,-1.8718488523268,-1.97539932816452,-1.86029357727912,-1.90818800275489,-1.76217329244681,-3.0059097170874,-1.77346077056595,-1.97220785131291,-1.23898168746558,-1.63297925681174,-1.74719525902992,-1.51859839316696,-1.60275568403211,-1.31144477723967,-2.26068220010832,-1.18813341070271,-1.38724351474852,0.204092979890406,0.242482513796374,0.234874636913867,0.207538628561923,0.234319280448989,0.203548037732111,0.363222039049166,0.207815364712988,0.199284583270105,0.134104174169983,0.191437422942844,0.211477548951699,0.186905086035288,0.171581514340445,0.155259505594047,0.270635519793471,0.153153309010913,0.15971014849459
"952",-1.77391947687217,-1.86664525576095,-2.09792450832205,-1.79965651968474,-1.91569163161177,-1.8455775291643,-2.93161584745317,-1.82033976417499,-2.00232183371589,-1.08083859878347,-1.56820052989236,-1.68793434615329,-1.53310629669975,-1.65124029514588,-1.32855720430272,-2.29507963030503,-1.42079413362557,-1.41427346841812,0.208812030566026,0.240411324452582,0.223163586661451,0.24028508407846,0.245805531834289,0.217701996984531,0.361727650073179,0.211557656802165,0.209968852384189,0.137898296385754,0.194565377024734,0.210556821638852,0.193345414016605,0.182870465850418,0.166785761726219,0.268061118161846,0.167157895208288,0.150609939977187
"953",-1.75266530665506,-1.92915508974192,-1.85352781179382,-1.8133907127821,-1.90349733084717,-2.01676297701372,-3.09447204864793,-1.81943489718767,-1.97948141057696,-1.1534912884056,-1.55993796202205,-1.62884559905659,-1.55967926264345,-1.60708351390878,-1.31421061262785,-2.07437830636567,-1.41566912096273,-1.37101584650111,0.210530356678604,0.242081896535814,0.219162644701563,0.243969956041692,0.233335258829515,0.227879523110507,0.368028558199207,0.221539373138955,0.206507695024805,0.135416854756078,0.198772114381499,0.184984143848909,0.189220438773142,0.179182956122668,0.171374547477037,0.264129721951457,0.176258407525084,0.149261789413961
"954",-1.81886214487506,-1.9490295751063,-1.84930343244328,-2.14725414147679,-1.93488428104361,-1.94233000650883,-3.02786429279396,-1.90203908129677,-2.01464954194103,-1.14100410244136,-1.51923555346265,-1.59022386551776,-1.53673940002359,-1.60146673587521,-1.45112851067561,-2.11592303822152,-1.4646222082539,-1.29001590076166,0.218436844470036,0.232213656854285,0.200307903854486,0.247384971505422,0.23297032233251,0.214945764866743,0.368711628175806,0.223376093507257,0.238102436665086,0.14607358836898,0.198170642152755,0.197151246217109,0.19764740331625,0.187735474834707,0.169435384209305,0.262158262656096,0.179704049993823,0.145396421232727
"955",-1.80337607565154,-1.96780459848934,-1.89252088305973,-2.07827313916672,-1.96448448807214,-1.92742865847709,-3.08933376195425,-1.9161445028403,-2.04221954438743,-1.28412667783975,-1.69776864864573,-1.56086137089593,-1.5609999232191,-1.4774054911639,-1.47018918844001,-2.18687162492335,-1.51077022916712,-1.374102193508,0.210762605093745,0.243364931585931,0.202155687665696,0.257222894788015,0.243281946930798,0.212165776771089,0.35661772712757,0.221535344120306,0.217880111836673,0.15914548894561,0.191674191801455,0.19700576857323,0.199710617304581,0.174975078242426,0.165699487754139,0.278475890484352,0.185045255364952,0.153109913538803
"956",-1.84132552548258,-2.05662235739137,-1.95264973638609,-2.1340542037195,-2.08631569053532,-1.98795787096725,-3.08168985477171,-1.91887730928621,-2.0097840351593,-1.3371604610794,-1.46819020805505,-1.57663616609446,-1.64831819970564,-1.49982827441451,-1.46651915020444,-2.1933337717217,-1.44201917298124,-1.39914945321975,0.202757526244311,0.259985096338431,0.230608242358906,0.253607390586892,0.251381823212636,0.223708470719789,0.354916530206088,0.230484557689181,0.217228313641486,0.156437784723401,0.157903631837233,0.180324310450978,0.208304507969245,0.184288919029806,0.16845146658681,0.260934770000291,0.172745434231423,0.163555111400963
"957",-1.73809361241388,-1.99921699885557,-1.9456209755089,-2.13132914252712,-2.03750630912701,-1.96114965204751,-3.03848624642314,-1.90751829517572,-2.00797468340366,-1.47875424686188,-1.54587143966302,-1.5265223523448,-1.58476863940814,-1.51982597099831,-1.4145940658971,-2.11590677768551,-1.30154459973298,-1.42030822421261,0.20403117285704,0.228471306703456,0.239397650452436,0.24998489316196,0.252073156187929,0.219440260179161,0.348426327320505,0.238336577254545,0.215202147758683,0.191516595336114,0.16847944417501,0.186759106032501,0.209469007699916,0.169223529860612,0.15938050924602,0.26473263278975,0.159958886876608,0.161934007868127
"958",-1.84077318491979,-1.94990922303117,-1.97631381263314,-2.05314638846125,-2.18517054819217,-2.13688578171517,-3.08935801822198,-2.04025128617714,-2.00619895631272,-1.45567446037384,-1.45978319180662,-1.50411797375687,-1.61114966770345,-1.5443544742289,-1.51708164228293,-2.09112481735479,-1.45369967519106,-1.46304739450599,0.20679498447573,0.225448667485192,0.207586707023792,0.250071696888122,0.258667648728351,0.223471722301346,0.361966350619669,0.232781148345918,0.227523026763863,0.185613517753581,0.164746649679969,0.191894625422888,0.201056280154758,0.188615858912486,0.16270925189496,0.244604551375477,0.174471067629187,0.160564090519849
"959",-1.84416684378855,-1.65384591042133,-1.75261749258512,-2.02410313637755,-1.98862391039825,-2.12867701548911,-3.04127382236625,-1.9144772952706,-2.06231804955439,-1.58302135331513,-1.398402050313,-1.45286966724773,-1.52811112570784,-1.57933924556232,-1.51502247764945,-1.96108986248789,-1.29308954748132,-1.51233170753464,0.214979068710665,0.220345276315487,0.198633129601134,0.251417073329048,0.218855850930541,0.226001620275601,0.348018219806441,0.22733345232805,0.217696843721653,0.173346067948528,0.161144250677088,0.197001008338386,0.193042618947097,0.187284532343226,0.168193447035747,0.244776184130308,0.167732450331776,0.17128606013416
"960",-1.83872287283158,-1.79836147010886,-1.84046712413736,-2.07396385841951,-1.87965215704895,-2.16096939292447,-3.03598126034958,-1.8854398494699,-1.97987938185146,-1.61940605743956,-1.3385357862344,-1.50747104607335,-1.58196030814506,-1.58990859079364,-1.5601738242612,-1.89381867554917,-1.3268505168868,-1.50370679479097,0.228125589816087,0.227951960976382,0.210868806467218,0.239413303962999,0.227995228413523,0.224351879067094,0.364767932458595,0.245237389251527,0.214566703431287,0.175171379901246,0.168544953166528,0.194727491865747,0.197117775816969,0.181218060750009,0.172424810554936,0.22940664228388,0.167284203509554,0.178640177280658
"961",-1.97074125660286,-1.72307083027225,-1.92320946562736,-2.09032920302011,-1.99968707530339,-2.07988958598682,-3.25235485752684,-2.09748367545259,-2.00067709625962,-1.61185802009315,-1.50620336678157,-1.55312904462293,-1.69542995207213,-1.59060342592526,-1.597181421707,-1.84446999331124,-1.45080967487898,-1.47871450911857,0.221432372850898,0.216926822845735,0.209480220842964,0.25511837700297,0.228979957022224,0.222593214380408,0.374604769330133,0.248905933613898,0.219082691252932,0.181030053789797,0.175737277439181,0.186597818191271,0.21408167753655,0.199384218109677,0.175689219351936,0.226391528388889,0.182592779043358,0.159890873253156
"962",-1.87362799160952,-1.80265924947318,-1.94976873490965,-2.02522368060021,-2.0211217379822,-2.01737756645269,-3.29385419167973,-1.97216020060951,-2.0771866862298,-1.47642130153937,-1.66202127923734,-1.43688654444798,-1.69976812871951,-1.69936055521985,-1.37175729723671,-1.90214314191907,-1.48445436982614,-1.5339393667775,0.228215081567566,0.227005883356845,0.210808328662399,0.241631847798215,0.25988651913401,0.229547879190545,0.380009794872089,0.220010247956562,0.224565591895562,0.18064584145285,0.17506769870452,0.194257824367466,0.207456968099481,0.198570291359084,0.150847978563589,0.228641100616525,0.172207462348197,0.170919529278729
"963",-1.96512588133143,-1.82744535536374,-1.92938737854058,-2.03016201993419,-2.02458136908227,-2.01515361107481,-3.16273024659737,-1.82196741137584,-2.12054392405676,-1.49574199328302,-1.51671491751373,-1.46409596888114,-1.60425446380689,-1.62164691989662,-1.27738084773542,-1.83168477175048,-1.41401251657077,-1.68732718421707,0.236789035426359,0.224100241559317,0.211059409938429,0.232098395790808,0.224826092288262,0.220839784289474,0.356492493095105,0.224954926660111,0.23289945683463,0.181921702452028,0.146928788505325,0.188946498231677,0.207765958651612,0.171587334402621,0.158172630058482,0.23726952331608,0.174384850054344,0.171067234495514
"964",-1.94545038786519,-1.83972732168976,-1.88783281019698,-2.0117284448558,-1.99460904684306,-2.01406076425916,-3.16153000572346,-1.8529066200402,-1.95501739701738,-1.56903023026482,-1.49970514163835,-1.45777941196034,-1.57392255649108,-1.6303356286585,-1.28267219332287,-2.14836884884108,-1.43320781679507,-1.69186473608888,0.213629853276513,0.218337819000918,0.222049629694362,0.249060521009541,0.249753733924226,0.228081897393724,0.353208606950773,0.220465743487884,0.226359041884089,0.172438080667072,0.19605181145057,0.175541188974532,0.216568587204044,0.175587916648427,0.148448265904878,0.238165659999528,0.176516155200525,0.190689283182635
"965",-1.96437061287094,-1.78570384914605,-1.88332690051537,-2.0085167892048,-1.98781047483713,-2.03998129857203,-2.98925534627096,-1.77404511568459,-1.94148465107216,-1.51087571544257,-1.56480973941423,-1.48971223958662,-1.60222186617469,-1.65388949065482,-1.31877552312789,-1.87659378132826,-1.33464327876455,-1.58465946488862,0.237028959686168,0.227817801596113,0.223553733785022,0.230600733163941,0.246860249592735,0.229462252486999,0.350827636456923,0.221792957794113,0.239718020447238,0.172039191974406,0.174919330706749,0.181699844476786,0.194022417152754,0.170104039183934,0.153203548653619,0.231528138583941,0.174416176123619,0.176567583554031
"966",-1.87147984985458,-1.72383773910007,-1.97791270025441,-1.89664870249639,-2.23479202306538,-1.98970058940839,-2.99084964603774,-1.87930012717966,-2.03230228168049,-1.51330884540038,-1.58371973996348,-1.51314341829812,-1.50088576812678,-1.61224465407714,-1.34727136244746,-1.85394465017513,-1.45314873511068,-1.5219892143893,0.218512473008951,0.216890277323251,0.221964668128337,0.227358660476162,0.250523838471207,0.240129550343257,0.353786837977282,0.228637124697599,0.224657137779261,0.171492711968349,0.183249045353433,0.189013017764115,0.19087580887354,0.180308767191331,0.153649532476147,0.224521458906234,0.177385732666778,0.172382036824356
"967",-1.88495313855747,-1.7161675338767,-1.98233095965705,-1.8710816654159,-2.10750456928829,-2.16875920583957,-2.96635390294459,-1.88763853386027,-1.9725946110489,-1.48322256616405,-1.61730776563743,-1.41113932136934,-1.50621651772643,-1.60902999969941,-1.28530837933556,-1.86423245984971,-1.41410936369738,-1.43080591029469,0.231928709022282,0.214768720145619,0.218680656308135,0.241465359369972,0.234895531507556,0.242140776166858,0.354639845615506,0.24047583332012,0.223095864317162,0.153934346852383,0.177113680329459,0.167587543641639,0.186925062138541,0.180720058098928,0.154681628108215,0.228653676282497,0.172924524049767,0.171142155945424
"968",-2.07743022383902,-1.58645037916875,-1.98251694423912,-1.84935538181995,-2.04936926591286,-2.16332233384516,-3.10993570251509,-2.05997123639174,-2.07813835224261,-1.38803799895101,-1.73442882375994,-1.42554492924148,-1.52941370941749,-1.48280916574349,-1.27515877017692,-1.86184058050285,-1.34356846850111,-1.5099072230924,0.231890652223691,0.209919102691722,0.21231837297816,0.239926868702662,0.237066211944786,0.242410325825587,0.354409402528073,0.241094104045394,0.227687301689471,0.164032854006483,0.202392381902846,0.165741754762005,0.198896715866592,0.178301281808951,0.147204299221382,0.24946099203546,0.186868353470597,0.157711444006141
"969",-2.08534864691234,-1.60854924787227,-2.03313527495969,-1.92202009099046,-2.03374447454651,-2.11174363329775,-3.09990371519011,-2.12072801381789,-2.07260908017916,-1.32455048309334,-1.80863849281769,-1.51451140770726,-1.54476424943173,-1.51885866415275,-1.36288858957208,-2.25929538114004,-1.66575075142222,-1.50717583092266,0.231603863248342,0.210619718170112,0.223391106758211,0.22652889079204,0.234495510992488,0.232505919053075,0.343331643689476,0.246710771203179,0.225439779434257,0.167064888854687,0.196346650392234,0.168695535507699,0.194963171014424,0.190077133768482,0.160495487108903,0.278667367461977,0.193897169827771,0.182773598029437
"970",-2.06145549797833,-1.66319891127345,-1.91394899839862,-1.98650084739071,-2.10916971617074,-2.11552808048591,-2.76081590953707,-2.08779408412658,-2.12222857431213,-1.32597728589859,-1.76557048697706,-1.44204624703638,-1.51559757963262,-1.65554175717498,-1.35544800871038,-2.34784890196116,-1.57007144558203,-1.50233183855968,0.226413069103146,0.211473182270342,0.214214043717349,0.251644078103459,0.252616615444004,0.230724091604932,0.349509945941253,0.259419486442453,0.21950175417874,0.153672157220615,0.210679762379647,0.167725585791648,0.194288792188301,0.186665419307737,0.160067658610989,0.292501651727558,0.183049544785463,0.180447549053776
"971",-1.97728742595268,-1.61855651949392,-1.95106124311115,-2.14950430576551,-2.0992719599388,-2.20913951184382,-2.83927002905621,-2.17630684864337,-2.10231197454063,-1.39041980257961,-1.8385448831986,-1.3582891447391,-1.50415226059059,-1.60183454939239,-1.40014668597544,-2.39706246716335,-1.45677742695854,-1.44644269817902,0.235243022867514,0.202373109171141,0.229551505004711,0.251436005948645,0.238720603295698,0.251932904824534,0.336916604607213,0.254676804826948,0.214499973287454,0.160195883657232,0.209838960914238,0.163331973168377,0.207187146024345,0.200389574064544,0.15774867834225,0.280307031225076,0.186381793628299,0.172928663998068
"972",-2.03664278155105,-1.55047151193121,-1.95933479191636,-2.08121606636762,-2.05384527131712,-2.12353877082842,-2.89113066038341,-2.02815736734427,-2.05209281010479,-1.39204577870928,-1.98939251290625,-1.38686273201967,-1.52183955890235,-1.73869650691398,-1.50479181050699,-2.31744415949377,-1.3933151043926,-1.44434363233235,0.231900796071203,0.194226309035649,0.212230745566838,0.254371252704617,0.239883102476581,0.238208920883814,0.336532154811253,0.251806789650394,0.231280062873566,0.159266190464648,0.223199707087657,0.184903650698812,0.185298746334861,0.201615692569825,0.170294046671222,0.286964066314641,0.173273879562924,0.162665894841047
"973",-1.96269506271741,-1.55742327688093,-2.0163307235577,-2.05251890296256,-2.14101717036641,-2.14727825799108,-2.86776497283254,-2.03544185290088,-2.03044697705561,-1.34383346398936,-1.92612383309842,-1.39822082429356,-1.57435102168652,-1.65534427428126,-1.4666540087983,-2.50532115012222,-1.39484957977221,-1.44339011737238,0.236787896771279,0.208330904037029,0.228169237244622,0.235502999496919,0.248657207339381,0.234183949751332,0.320746251657729,0.243177808691738,0.232473622582973,0.159602911962111,0.197291381577325,0.179881061424262,0.20533738997574,0.197800931681789,0.176787347776446,0.304986111733117,0.174025520255791,0.163588999373143
