"","alpha[1,1]","alpha[2,1]","alpha[3,1]","alpha[4,1]","alpha[5,1]","alpha[6,1]","alpha[7,1]","alpha[8,1]","alpha[9,1]","alpha[1,2]","alpha[2,2]","alpha[3,2]","alpha[4,2]","alpha[5,2]","alpha[6,2]","alpha[7,2]","alpha[8,2]","alpha[9,2]","beta[1,1]","beta[2,1]","beta[3,1]","beta[4,1]","beta[5,1]","beta[6,1]","beta[7,1]","beta[8,1]","beta[9,1]","beta[1,2]","beta[2,2]","beta[3,2]","beta[4,2]","beta[5,2]","beta[6,2]","beta[7,2]","beta[8,2]","beta[9,2]"
"21",8.65418697509237,8.31148144530195,8.58542398137025,7.93943523287846,8.72511544217929,8.69590763273188,8.69412182109932,8.36517466739117,8.73369573665487,8.4628610144211,8.7405212509199,8.41530194668887,8.33679766018263,8.40473635298127,8.41500320741955,8.27488761213044,7.69535995973905,8.45050872702516,0.241705559510011,0.208569188592249,0.191918784422201,0.235675121372198,0.286498606712797,0.23800718942287,0.323888977054839,0.205637968360813,0.220649950304819,0.19815116034656,0.213266563999818,0.203508656557377,0.191655936565054,0.256434773036561,0.177540133680619,0.294753719915134,0.144735492067918,0.156331430179963
"22",8.71032712021012,8.51357749288132,8.67629040089935,7.91452611583367,8.71271482629552,8.6859186672533,8.65740404702135,8.6006951123627,8.6706792949307,8.3407202013189,8.96331016262865,8.37516219903644,8.30506688115019,8.46714009748682,8.41386978663214,8.41862440046433,8.09240149204478,8.44672346347035,0.159781052992221,0.199596890825219,0.173984048740115,0.253393481084437,0.2664967742304,0.241357461117138,0.343765702666011,0.220994097074787,0.244065864987825,0.160492993698503,0.199470530932978,0.210128191069593,0.180584650184326,0.265340443913868,0.198321198470487,0.350739708328067,0.136398851528149,0.158696482864717
"23",8.70695465700796,8.36090094800459,8.67741267828579,8.12476703114479,8.72499678386376,8.54078412473742,8.65788433037205,8.38920148285415,8.66769425772881,8.40181216698153,8.62675213889106,8.43682496720666,7.73371625939101,8.45798908102731,8.55315437707036,8.43877126738817,8.50441887842323,8.46673593531928,0.13359845209553,0.216986440710719,0.18197754491771,0.249798692253894,0.271973903364397,0.23068585798203,0.331914852613498,0.218642761238687,0.227544844876989,0.196745602039692,0.218019319376617,0.231780184307787,0.206021229859125,0.262229245751212,0.185461218935398,0.340313705740295,0.150961742036146,0.149151400110122
"24",8.69599606724686,8.24892953593827,8.69602833712664,8.23869617557202,8.72016498974982,8.60389580407974,8.63745181458533,8.55859967925951,8.94224905936319,8.43112291476877,8.49058913970374,8.39168805397757,7.45010487742606,8.55107105888726,8.58702031852798,8.44690638429224,8.28236327262777,8.78520667623825,0.139617613037614,0.21731343799303,0.175062046595103,0.242049119058182,0.300287873377176,0.224429990963096,0.350583447166826,0.233280166306514,0.251812623749614,0.132141616527164,0.191927086731473,0.21610353489524,0.210204707351855,0.24967609386523,0.134605105948992,0.264106072389091,0.149014818492579,0.143999796752835
"25",8.62395900274247,8.56890497519478,8.69850551279107,8.436810403204,8.87763631184701,8.68050065426453,8.41523004264315,8.62176631817071,8.93142045665161,8.42658788248902,8.34492258529541,8.50854096156884,7.60859212699572,8.4347823823246,8.61531022168121,8.24023061514126,8.41552446400863,8.27988705348905,0.190985704214504,0.198056352126081,0.223147933554611,0.228585775894306,0.322883214226779,0.215171202903882,0.423240476689788,0.226450672171847,0.222876519084511,0.131951002635989,0.209399312424341,0.202318756868321,0.180542347133603,0.189256321558207,0.174840794387916,0.301559333353355,0.173427447330941,0.127515317923174
"26",8.66813903043114,8.76279842756741,8.69227996489417,8.23743250659241,8.59195112057998,8.63913507575271,8.94613793282594,8.51442345923645,8.62384480559112,8.44707248728799,8.42491041695626,8.5165766050855,8.61349163060944,8.39587848640694,8.24500025954165,8.28382479875734,8.41871297883718,8.45359981803065,0.18085020992648,0.207624671330491,0.198946661558725,0.244998069800403,0.283686650963961,0.235162966145419,0.382309272343101,0.223708724812039,0.203896234988358,0.131432169731806,0.175453519683618,0.192715607624355,0.231287243010563,0.223281245008685,0.169194209630512,0.299108537372005,0.177475602453383,0.129875798622497
"27",8.62256192866748,8.58636308280487,8.55660637805866,8.46955822317916,8.59490198044001,8.62650881610148,8.54111602175366,8.71689248008281,8.56973830937852,8.40380246604853,8.50552153818372,8.41923328688868,8.56709203424091,8.43501432905894,8.24271008683184,8.07494584450927,8.34930676743909,8.47867307385417,0.173819601025442,0.207199488817656,0.179776831228926,0.239877817900882,0.250187857245577,0.217754030288001,0.329839047154387,0.206590695473806,0.212074532381033,0.142612988267179,0.186375867077827,0.192448033287665,0.212738938876134,0.206158472940525,0.159690140969469,0.315062844106048,0.150863997816951,0.151334549428135
"28",8.60678938827863,8.58419183515742,8.68749974016966,8.60620359378742,8.61937433512537,8.60419825784366,8.39725606393828,8.80736114837306,8.61635384972159,8.40364942573327,8.50774811016395,8.64819439884464,8.6165894409302,8.46270952687722,8.40185299651642,8.0093184091548,8.34040848158157,8.50967761090322,0.189039737170963,0.19138073090487,0.183777721864563,0.273851075789508,0.294091409313845,0.188750840329756,0.334451109715765,0.184798428587058,0.216154545947318,0.150451224016439,0.200060762423558,0.164633892931568,0.206962204166458,0.207750083775057,0.164098501178414,0.310558545764712,0.176889405613184,0.16649553492127
"29",8.6071152784896,8.54546172514832,8.81455254608801,8.56727814776805,8.72543616660914,8.62721054476137,8.20676444027301,8.69447278545651,8.60984324065302,8.42970617520993,8.43399983968066,8.69630151431761,8.49103657086874,8.42129900160163,8.43266865635335,8.28787959712964,8.47233677702843,8.39246662719918,0.208263952080055,0.21951652560204,0.20659028000623,0.212350713783959,0.274096978845487,0.255468810242019,0.348597295243388,0.207361189421794,0.209612764969079,0.164484467963174,0.190810484510989,0.196454810104566,0.208137016245618,0.207911908854601,0.196073871645762,0.304775064702348,0.164643030439807,0.147724320645241
"30",8.66937331697315,8.65539955828247,8.5969098331356,8.81691919001573,8.72089859966021,8.78780229530968,8.75727302868096,8.65856116807609,8.83649284012202,8.30222500936907,8.39217360199062,8.52419379674377,8.20311839434442,8.46751963302425,8.47514513021739,8.42123561962007,8.39454820303469,8.54612986116188,0.196043724436919,0.215718248005639,0.205838578484502,0.265266542310441,0.285054655435235,0.29195912016875,0.32649337614955,0.226496986064353,0.224285885679503,0.163021879270151,0.182208827482765,0.211797507634226,0.186773456555863,0.237040313723219,0.165740119023679,0.299011020705707,0.150993665142214,0.133833356168021
"31",8.26535467656635,8.75036382307357,8.56178616211003,8.76575747825538,8.76222643539617,8.69741798898898,8.77894653106864,8.67321786797944,8.64633599096753,8.31464959392106,8.67905498387168,8.54090588661741,8.28126678781299,8.48351117413679,8.45848306094009,8.47608622171977,8.41406527931364,8.52225575536607,0.196797129586568,0.179382688713984,0.195461733030921,0.263222454582143,0.254859681926037,0.213488237211169,0.351823436645244,0.251407123607504,0.212947517834064,0.155388956594076,0.181699649165461,0.202110089431362,0.233340005478225,0.254946150462221,0.170125421829797,0.298138458491156,0.175016684289165,0.133834585521183
"32",8.54896380353809,8.48588339149205,8.84948566182493,8.65483056253834,8.74054014728423,8.6997518363137,8.72229772381517,8.73463630598592,8.6764344663331,8.69575488737321,8.40869236339375,8.4319545721692,8.53237390228979,8.4835726396348,8.47022117841315,8.48213264380148,8.48039767242244,8.49142827892697,0.225265393460292,0.200826043763006,0.184179775531688,0.26187095466019,0.279155673860163,0.212986180820238,0.360409479174755,0.232242511496626,0.234908830097492,0.147363591294103,0.205713907019779,0.203128330197944,0.210417113514293,0.262221124562755,0.175799268408507,0.286142122431803,0.141918885591632,0.139253194967148
"33",8.71929439454354,8.51243126941059,8.6374210047902,8.7386744725128,8.79856609344092,8.73422109044856,8.73080466750121,8.71666563641344,8.72494635054001,8.64276223420108,8.39273153193201,8.52961931412694,8.52712695924482,8.3797529387171,8.56059310641097,8.47690577002403,8.41592361403176,8.53393607267703,0.244321559158837,0.192976146336078,0.1972263535583,0.26166495087708,0.267881039412586,0.216006385513798,0.355450575858974,0.191909057680648,0.237742196617596,0.124180948165166,0.218147995227738,0.197742375941618,0.199226988307579,0.257742142475327,0.166081200555484,0.346161703944761,0.15522989388973,0.124689447326847
"34",8.77230931905399,8.50031060859674,8.68807249856466,8.6618046010347,8.63990938949316,8.91809697694083,8.71219413095652,8.62283774595526,8.74506606842548,8.4233219020541,8.33321609152224,8.58352719068756,8.46306863958435,8.62576169737743,8.5107283568209,8.46903168496441,8.2026888231778,8.52786065632955,0.23707564536916,0.247377145180947,0.193277962658248,0.282871348044565,0.263347476948718,0.219890331247523,0.373301174055521,0.233852869843132,0.231525430656688,0.181889772986543,0.204842964622936,0.21631535972893,0.189747824734849,0.243798863248534,0.148023299572476,0.327279893524325,0.155431037693337,0.189646154157337
"35",8.79296630969308,8.43825403689323,8.76197837387437,8.66734348052476,8.87629362317984,9.36101392811947,8.72085229694528,8.51622746715997,8.72103696749092,8.34665527584394,8.52047180799742,8.5321073862901,8.44514894708303,8.63131548065708,8.38956768690577,8.46333508327311,8.09050284665427,8.38233477355833,0.22423250921296,0.256102977508645,0.214222222627354,0.201126658304378,0.300135330184064,0.217349777421821,0.361127768012621,0.20828062666143,0.22209850031696,0.200224826522181,0.220155483202096,0.219867812439367,0.200934039303744,0.238571694545716,0.13953604879665,0.33649196033416,0.162390347697401,0.119010125334167
"36",9.18554266660646,8.30743176280859,8.56585453857997,8.76061542197626,8.65242026686377,9.30774667281672,8.67847340357639,8.28756956267183,8.74900445428663,8.73689171496409,8.53814014880983,8.31723275713554,8.40345666565122,8.49847155173899,8.49278066467672,8.46498118885881,8.64040389879361,8.38556110361812,0.21688881244439,0.164112487855178,0.221015772941875,0.295526486472974,0.260122610684642,0.172035548360053,0.374050691465232,0.210947676183723,0.230730251977079,0.141923144727981,0.223548534159058,0.22120342191337,0.203859265345014,0.246487047655023,0.127966891759626,0.310026914083246,0.155590319398129,0.117836943268323
"37",9.18328678174243,8.46985211116378,8.65229341506334,8.75804537066148,8.70966786819374,9.1838807447463,8.70308649298625,8.34076487034391,8.63816632827091,8.25341376581589,8.52909309108503,8.32554618643669,8.38104946458506,8.46788913315695,9.17107007411242,8.445497949989,7.8350363555496,8.47057824520345,0.220209802177493,0.172946118311678,0.178037349214352,0.265539159841728,0.279134295561466,0.186052645319089,0.340159856008615,0.236551678509639,0.235305467733369,0.146217561750693,0.221609646975068,0.192021793011192,0.228939255011921,0.256489687576224,0.124341323754898,0.328894456631401,0.184164841709777,0.155466878351889
"38",8.48694023923336,8.76661358993776,8.8012704055101,8.66375855039037,8.72779836169522,8.77690450717813,8.65276726576925,7.79333707689948,8.71657720978637,8.22878720940134,8.56671878518936,8.59059691030602,8.4183673465079,8.47548798161059,9.08982988057038,8.60429189138585,7.99296277479659,7.70815633104749,0.191166256448713,0.195796051553875,0.206415720213467,0.281007426902912,0.304677006711707,0.238898405268052,0.403612987009236,0.212362774004165,0.202492128108156,0.186537285309975,0.205405615534367,0.200928892277279,0.239648337624527,0.258824334121621,0.139071393014239,0.291015350292942,0.136959011990595,0.137715920757463
"39",8.37365247667109,8.68895511944554,8.71574188388477,8.58816423729631,8.72411386968587,8.91179563645873,8.66295396011348,7.78206978763671,8.4041954835041,7.98606184746388,8.48078854987591,8.45123292401425,8.44343112950356,8.47113637074021,8.72667620913116,8.39904807939089,8.76471827522538,7.79459874352667,0.207248352259129,0.189289075046196,0.211882483784064,0.242296085634489,0.302075325223881,0.210235106685637,0.342093785294288,0.215093369529315,0.216567350886496,0.161708350075109,0.199452385078648,0.168553697827645,0.256716932312412,0.203042354109537,0.153286244069861,0.320957720011696,0.163376373484043,0.167227809083419
"40",8.42625787358054,8.62640691959226,8.63371552671531,8.6923364090834,8.70944646374961,8.92912952525185,8.61183121940702,7.86134902796037,8.49198568445035,8.39574696703294,8.46366888899497,8.57286466462002,8.4448054976582,8.49921205235594,8.66101288476191,8.41457285580347,7.97869571276489,9.22724894320669,0.208175829810673,0.227969868957598,0.195778384496276,0.248284408650413,0.284711973586683,0.221888009766185,0.338854601158277,0.228955215714931,0.213450048121813,0.156498778083708,0.204283295288822,0.172159836046663,0.214625423416192,0.206847014849582,0.172562419228509,0.303102108817311,0.173217296624032,0.164588083264747
"41",8.6366942851337,8.49568564472661,8.67195063863125,8.66218406022808,8.5982664801939,8.80347210252764,8.64283877213171,8.05197943086967,8.85398410979242,8.32039118156387,8.44553751956595,8.49767761600492,8.43462860846977,8.44093153492601,8.52953831446033,8.47552882415967,7.88728479969685,8.90668988741401,0.236381043414363,0.216239076286767,0.206109758572148,0.23787534360919,0.314247382610664,0.229556105315434,0.327862648139332,0.237632277510156,0.256095606282568,0.169109283343301,0.205723433063151,0.226802177634562,0.200691339400094,0.210679796027496,0.17563434058784,0.353911571435387,0.168668376383303,0.157395803918275
"42",8.63125479315861,8.46616525422636,8.75957184418272,8.6488507236826,8.72416515405433,8.78997853204964,8.61894484021261,8.33930445845817,8.30387262033697,8.3633521257393,8.64841065512993,8.38226760312013,8.37491177843746,8.40400969802947,8.35725846978214,8.48453996433461,7.68908878172918,8.76608567833124,0.146205624078211,0.251969862661271,0.179105355677138,0.221148408024593,0.322807163378407,0.216064947447859,0.367767579841325,0.23860527151838,0.20092192525426,0.147282793585942,0.182843621736632,0.22403269432397,0.194786368329444,0.230213985216723,0.187384059076131,0.356835290735338,0.15825134966119,0.146445594265326
"43",8.81005734724462,8.58347138679235,8.8209269631602,8.71460848113629,8.72051544348769,8.72719114128676,8.58355671636263,8.42966142746931,8.72160797993043,8.35454787432611,8.41610070695214,8.31972092845964,8.40646213730498,8.44813031954329,8.35381827275328,8.47655118198415,8.3250776492376,8.09642851533049,0.141443330438716,0.245573693793062,0.226272018795449,0.23910997815242,0.244115007610665,0.22950928550915,0.339548542711286,0.229722749729468,0.202479721159625,0.157408407662364,0.211975041227656,0.214127149293868,0.158554932246942,0.209194088658412,0.138834868099457,0.308615900362436,0.143419676582717,0.175416038113899
"44",8.53187688713074,8.62453997198696,8.81236051890084,8.77206775248906,8.72372599236507,8.83823613444645,8.61783302466011,8.58294879095318,8.95802699020112,8.38143800845436,8.4304148901724,8.50025322832373,8.49366636014676,8.48210025236141,8.85255464185517,8.8107341971913,8.27221585743884,8.21874059548102,0.166969356772372,0.246648646197816,0.195575533487173,0.246300979114281,0.262396193472859,0.220543964967483,0.305507251035749,0.199147777267473,0.228323771724903,0.188063805546957,0.150276495034672,0.221643676275215,0.151003746085341,0.192366990609346,0.21561390736014,0.311733567194703,0.125315887970562,0.165954812824289
